TEIL;FA;COUNT;MIN;MAX;AVG;MIN_O;MAX_O;AVG_O
F;6897;90;301000;2296000;505977.78;1;1;1.00
F;7720;88;277000;842000;337772.73;1;1;1.00
F;8001;91;285000;1227000;373670.33;1;2;1.01
F;8618;90;292000;1430000;407822.22;1;1;1.00
F;8691;90;283000;2901000;470311.11;1;1;1.00
F;9080;89;283000;947000;368775.28;1;2;1.01
F;9651;89;439000;1773000;533449.44;1;1;1.00
F;9261;90;399000;2424000;482855.56;1;1;1.00
F;7456;90;283000;1964000;456900.00;1;1;1.00
F;5753;90;304000;2778000;449077.78;1;1;1.00
F;8685;88;285000;1308000;398784.09;1;1;1.00
F;7461;90;287000;1951000;470344.44;1;1;1.00
F;7724;90;269000;1526000;443122.22;1;1;1.00
F;9357;90;382000;3237000;570766.67;1;1;1.00
F;9655;88;289000;1139000;395670.45;1;1;1.00
F;7075;88;286000;3253000;463556.82;1;1;1.00
F;5982;85;300000;2253000;493270.59;1;1;1.00
F;6661;90;279000;3140000;438211.11;1;1;1.00
F;6516;90;279000;2244000;432966.67;1;1;1.00
F;7861;86;283000;2047000;485709.30;1;1;1.00
F;8307;90;284000;2104000;440388.89;1;1;1.00
F;9263;88;375000;2569000;546011.36;1;1;1.00
F;8066;90;279000;2032000;413044.44;1;1;1.00
F;9649;88;453000;2703000;655215.91;1;1;1.00
F;8784;90;286000;2061000;472511.11;1;1;1.00
F;6515;90;279000;2215000;418788.89;1;1;1.00
F;8305;90;284000;2126000;441811.11;1;1;1.00
F;9359;92;408000;2898000;535010.87;1;2;1.01
F;8504;88;291000;3513000;519750.00;1;1;1.00
F;6594;90;271000;3038000;496000.00;1;1;1.00
F;8147;90;284000;3464000;476777.78;1;1;1.00
F;9554;90;428000;2821000;546644.44;1;1;1.00
F;9727;90;281000;2671000;443711.11;1;1;1.00
F;5823;93;305000;1870000;462989.25;1;2;1.03
F;6055;89;304000;2610000;622247.19;1;2;1.01
F;6723;93;284000;1990000;511322.58;1;2;1.02
F;6354;86;277000;1750000;454209.30;1;1;1.00
F;6891;88;297000;3069000;534215.91;1;1;1.00
F;6280;90;290000;2312000;509300.00;1;1;1.00
F;6283;90;287000;2863000;564177.78;1;1;1.00
F;6357;90;276000;3126000;457711.11;1;1;1.00
F;6638;90;278000;3054000;636133.33;1;1;1.00
F;6058;90;302000;2325000;473822.22;1;1;1.00
F;5751;88;306000;1118000;498340.91;1;1;1.00
F;6435;87;273000;1386000;473563.22;1;1;1.00
F;7220;90;292000;1011000;371622.22;1;1;1.00
F;7628;90;286000;2766000;538911.11;1;1;1.00
F;7982;83;292000;3012000;593722.89;1;1;1.00
F;8781;91;281000;2129000;482989.01;1;2;1.01
F;6208;90;362000;2030000;501055.56;1;1;1.00
F;8885;85;286000;1339000;451258.82;1;1;1.00
F;9268;90;288000;939000;352066.67;1;1;1.00
F;6892;90;299000;1733000;454777.78;1;1;1.00
F;6599;89;286000;3466000;444393.26;1;2;1.01
F;7078;85;287000;1745000;461176.47;1;1;1.00
F;8514;88;289000;2658000;479295.45;1;1;1.00
F;7077;90;284000;2910000;475755.56;1;1;1.00
F;7373;90;289000;1754000;466277.78;1;1;1.00
F;8883;90;285000;1426000;402577.78;1;1;1.00
F;8615;91;292000;2097000;489615.38;1;1;1.00
F;7300;90;285000;3181000;446411.11;1;1;1.00
F;5898;94;306000;2965000;529946.81;1;2;1.04
F;9451;90;417000;2239000;499511.11;1;1;1.00
F;6056;91;303000;2370000;485780.22;1;2;1.01
F;7901;90;286000;2695000;384066.67;1;1;1.00
F;9259;90;399000;1562000;500500.00;1;1;1.00
F;8304;90;284000;1625000;428777.78;1;1;1.00
F;5903;90;304000;2467000;440155.56;1;1;1.00
F;7138;91;287000;1772000;439307.69;1;2;1.01
F;5900;91;309000;2308000;449263.74;1;2;1.01
F;5904;90;305000;776000;340366.67;1;1;1.00
F;8150;90;284000;3243000;435722.22;1;1;1.00
F;8976;87;284000;2523000;478885.06;1;1;1.00
F;9165;90;391000;2677000;606122.22;1;1;1.00
F;9561;91;287000;1422000;397692.31;1;2;1.01
F;5747;90;302000;2252000;434855.56;1;1;1.00
F;9732;90;275000;2264000;583700.00;1;1;1.00
F;7301;89;287000;2006000;570123.60;1;2;1.01
F;8983;89;280000;1181000;415033.71;1;1;1.00
F;9262;90;399000;739000;454122.22;1;1;1.00
F;8609;90;286000;2614000;428800.00;1;1;1.00
F;9082;88;288000;951000;394988.64;1;1;1.00
F;9365;90;418000;1051000;479344.44;1;1;1.00
F;8882;91;283000;1468000;424098.90;1;2;1.01
F;8880;94;284000;1951000;511297.87;1;2;1.04
F;9647;90;447000;1094000;530255.56;1;1;1.00
F;6724;91;291000;2696000;514263.74;1;2;1.01
F;5902;90;302000;2463000;440877.78;1;1;1.00
F;6136;88;304000;1813000;487238.64;1;1;1.00
F;7857;88;261000;2034000;553613.64;1;1;1.00
F;8405;89;283000;881000;356213.48;1;1;1.00
F;5979;88;306000;1307000;476886.36;1;1;1.00
F;6358;90;246000;2805000;479188.89;1;1;1.00
F;6356;91;276000;2860000;495472.53;1;2;1.01
F;8306;90;285000;1236000;379144.44;1;1;1.00
F;9164;90;390000;1619000;482844.44;1;1;1.00
F;8067;90;278000;3537000;523722.22;1;1;1.00
F;9161;91;389000;2790000;560318.68;1;2;1.01
F;7013;88;297000;1803000;420000.00;1;1;1.00
F;7729;88;280000;1558000;450704.55;1;1;1.00
F;6212;91;305000;3136000;446021.98;1;2;1.01
F;6636;88;279000;1838000;514488.64;1;1;1.00
F;7297;90;286000;782000;368622.22;1;1;1.00
F;7141;90;286000;3282000;521466.67;1;1;1.00
F;8400;88;282000;1931000;424875.00;1;1;1.00
F;7633;88;278000;1171000;377329.55;1;1;1.00
F;8785;90;285000;2754000;440977.78;1;1;1.00
F;6207;86;295000;2013000;517116.28;1;1;1.00
F;8508;88;285000;2122000;471977.27;1;1;1.00
F;8974;86;285000;1806000;462581.40;1;1;1.00
F;7727;90;271000;1761000;440833.33;1;1;1.00
F;9079;90;284000;605000;337700.00;1;1;1.00
F;8149;90;281000;2675000;436811.11;1;1;1.00
F;7899;90;286000;1730000;411222.22;1;1;1.00
F;7858;88;278000;3304000;555534.09;1;1;1.00
F;9170;90;286000;2503000;533044.44;1;1;1.00
F;6138;90;302000;2976000;431466.67;1;1;1.00
F;9453;90;420000;2458000;545133.33;1;1;1.00
F;7634;90;280000;1272000;397300.00;1;1;1.00
F;6353;89;274000;2887000;608617.98;1;2;1.01
F;6281;92;290000;2649000;588119.57;1;2;1.05
F;8688;91;282000;2625000;385153.85;1;1;1.00
F;9085;90;289000;729000;356777.78;1;1;1.00
F;8401;87;283000;1404000;429183.91;1;1;1.00
F;9168;90;287000;935000;388300.00;1;2;1.02
F;7377;90;291000;3134000;579377.78;1;1;1.00
F;6806;90;284000;1944000;410300.00;1;1;1.00
F;9650;90;418000;1629000;523155.56;1;1;1.00
F;7215;90;284000;2354000;418988.89;1;1;1.00
F;7016;88;294000;3140000;449238.64;1;1;1.00
F;5985;90;302000;1483000;438911.11;1;1;1.00
F;6519;90;261000;1646000;421944.44;1;1;1.00
F;7540;90;286000;2907000;423066.67;1;1;1.00
F;8787;90;284000;2731000;447522.22;1;1;1.00
F;8308;88;285000;2757000;441659.09;1;1;1.00
F;7378;88;294000;2094000;434238.64;1;1;1.00
F;5752;90;305000;2145000;452566.67;1;1;1.00
F;7722;90;275000;2514000;437500.00;1;1;1.00
F;8687;87;288000;1364000;431218.39;1;1;1.00
F;8786;90;284000;1458000;404611.11;1;1;1.00
F;6440;89;280000;1418000;445865.17;1;2;1.01
F;7810;90;277000;1767000;376077.78;1;1;1.00
F;6952;90;292000;2212000;438211.11;1;1;1.00
F;8154;90;286000;2505000;460311.11;1;1;1.00
F;8309;90;285000;3015000;435200.00;1;1;1.00
F;8610;88;286000;3293000;439977.27;1;1;1.00
F;8782;88;284000;1080000;380409.09;1;1;1.00
F;7015;90;297000;1522000;398477.78;1;1;1.00
F;6595;90;282000;1343000;397566.67;1;1;1.00
F;6517;90;279000;2857000;381400.00;1;1;1.00
F;6514;91;279000;1516000;413329.67;1;2;1.01
F;8065;86;281000;1222000;410348.84;1;1;1.00
F;8072;88;285000;1243000;434795.45;1;1;1.00
F;8214;90;282000;1370000;393633.33;1;1;1.00
F;9078;90;283000;1514000;449733.33;1;1;1.00
F;6949;90;288000;2804000;403266.67;1;1;1.00
F;9081;90;286000;1947000;425844.44;1;1;1.00
F;9159;94;391000;2341000;673893.62;1;2;1.04
F;7137;88;287000;3102000;598250.00;1;1;1.00
F;7812;90;276000;2170000;410211.11;1;1;1.00
F;8000;86;285000;2844000;394000.00;1;1;1.00
F;7902;88;271000;3408000;420511.36;1;1;1.00
F;8783;90;282000;1974000;363611.11;1;1;1.00
F;9358;90;407000;1578000;491044.44;1;1;1.00
F;8151;90;283000;1693000;405011.11;1;1;1.00
F;9558;91;402000;2729000;617615.38;1;2;1.01
F;9560;90;287000;2868000;502155.56;1;2;1.02
F;7143;90;287000;1586000;458444.44;1;1;1.00
F;7458;90;288000;1307000;388555.56;1;1;1.00
F;8612;88;286000;2206000;539090.91;1;1;1.00
F;7538;90;288000;2261000;436155.56;1;1;1.00
F;9086;92;286000;1660000;470521.74;1;2;1.02
F;9265;90;286000;1419000;377222.22;1;1;1.00
F;8404;89;283000;2140000;415775.28;1;1;1.00
F;9267;91;288000;2655000;447087.91;1;1;1.00
F;6809;90;284000;1182000;356966.67;1;1;1.00
F;6600;91;284000;1480000;456450.55;1;2;1.01
F;7295;88;290000;2489000;399352.27;1;1;1.00
F;7632;90;282000;1205000;355955.56;1;1;1.00
F;9264;90;401000;2128000;493744.44;1;1;1.00
F;9458;88;288000;2450000;488511.36;1;1;1.00
F;9084;93;287000;835000;389118.28;1;2;1.03
F;9653;90;276000;2644000;460222.22;1;1;1.00
F;8616;90;289000;2624000;464333.33;1;1;1.00
F;7717;90;281000;2293000;471488.89;1;1;1.00
F;6811;90;286000;3425000;433733.33;1;1;1.00
F;6213;88;309000;1216000;425045.45;1;1;1.00
F;6597;91;284000;3075000;620087.91;1;2;1.01
F;7728;90;278000;2326000;422066.67;1;1;1.00
F;5901;90;306000;3317000;447533.33;1;1;1.00
F;7809;88;279000;1893000;398102.27;1;1;1.00
F;7860;86;265000;3394000;393069.77;1;1;1.00
F;8778;90;277000;2920000;490111.11;1;1;1.00
F;8505;90;289000;1790000;390844.44;1;1;1.00
F;9455;90;400000;1766000;515055.56;1;1;1.00
F;7981;91;281000;805000;359802.20;1;2;1.01
F;9266;87;288000;1059000;407965.52;1;1;1.00
F;8399;88;286000;2830000;470738.64;1;1;1.00
F;9559;90;286000;2474000;443488.89;1;1;1.00
F;9562;88;287000;802000;350170.45;1;1;1.00
F;6727;90;283000;2600000;385233.33;1;1;1.00
F;7556;86;288000;1759000;525162.79;1;1;1.00
F;7081;86;284000;3209000;527465.12;1;1;1.00
F;7542;90;293000;1703000;407355.56;1;1;1.00
F;7545;91;291000;1388000;421065.93;1;2;1.01
F;5824;91;303000;2645000;442428.57;1;1;1.00
F;9557;90;428000;2774000;614066.67;1;1;1.00
F;6810;82;286000;944000;391304.88;1;1;1.00
F;9167;91;289000;2619000;465241.76;1;2;1.01
F;7537;91;289000;1966000;477659.34;1;2;1.01
F;6210;90;313000;1475000;512577.78;1;1;1.00
F;6278;91;274000;1483000;484626.37;1;2;1.01
F;6276;86;291000;1563000;529918.60;1;2;1.01
F;7977;90;281000;1334000;406600.00;1;1;1.00
F;7080;88;288000;1222000;365761.36;1;1;1.00
F;8064;90;269000;1822000;383622.22;1;1;1.00
F;6637;90;280000;2880000;493822.22;1;1;1.00
F;6730;90;287000;3053000;613822.22;1;1;1.00
F;6948;88;289000;2067000;432420.45;1;1;1.00
F;7976;87;279000;1170000;373804.60;1;1;1.00
F;5980;90;301000;916000;376977.78;1;1;1.00
F;6593;89;281000;2179000;513539.33;1;1;1.00
F;6950;88;288000;1039000;401011.36;1;1;1.00
F;7139;87;285000;1208000;417758.62;1;1;1.00
F;6660;90;295000;3219000;538400.00;1;1;1.00
F;7807;90;277000;1974000;416777.78;1;1;1.00
F;6596;90;281000;2237000;466311.11;1;1;1.00
F;8509;90;283000;1312000;379066.67;1;1;1.00
F;8979;90;286000;797000;361644.44;1;1;1.00
F;5750;90;303000;2645000;412677.78;1;1;1.00
F;6436;90;280000;2633000;513977.78;1;1;1.00
F;6520;90;268000;1005000;346633.33;1;1;1.00
F;5822;88;303000;2724000;432045.45;1;2;1.02
F;7541;90;284000;2928000;418444.44;1;1;1.00
F;6951;90;289000;1521000;415777.78;1;1;1.00
F;8982;90;286000;680000;343700.00;1;1;1.00
F;7299;90;286000;2934000;386900.00;1;1;1.00
F;5976;90;302000;1751000;362422.22;1;1;1.00
F;7629;90;279000;1169000;371522.22;1;1;1.00
F;8507;90;286000;1065000;370588.89;1;1;1.00
F;7460;86;287000;1149000;421395.35;1;1;1.00
F;8071;93;284000;1926000;512537.63;1;2;1.03
F;8213;90;283000;1162000;380500.00;1;1;1.00
F;5826;90;308000;1595000;459555.56;1;1;1.00
F;6894;88;300000;909000;407931.82;1;1;1.00
F;8402;91;281000;1266000;421263.74;1;2;1.03
F;6053;90;304000;3295000;497222.22;1;1;1.00
F;5749;91;303000;1845000;473967.03;1;2;1.01
F;6277;90;286000;2706000;470366.67;1;1;1.00
F;6893;90;299000;2273000;466544.44;1;1;1.00
F;7217;88;290000;1258000;395431.82;1;1;1.00
F;7719;90;281000;2867000;427322.22;1;1;1.00
F;7011;90;291000;1895000;479744.44;1;1;1.00
F;8215;90;282000;948000;381333.33;1;1;1.00
F;7725;89;285000;689000;353370.79;1;1;1.00
F;8881;88;283000;2860000;413170.45;1;1;1.00
F;9563;91;286000;1592000;433846.15;1;2;1.01
F;6728;90;283000;3167000;387433.33;1;1;1.00
F;9729;88;443000;1207000;553829.55;1;1;1.00
F;7012;90;297000;2616000;442522.22;1;1;1.00
F;9731;90;417000;2395000;563622.22;1;1;1.00
F;8611;90;286000;1584000;395400.00;1;1;1.00
F;5981;90;301000;1398000;439600.00;1;1;1.00
F;9654;90;288000;1627000;398788.89;1;1;1.00
F;8879;90;283000;2656000;405855.56;1;1;1.00
F;8311;90;285000;2527000;461388.89;1;1;1.00
F;5825;90;305000;2685000;419855.56;1;1;1.00
F;7726;90;284000;3190000;451244.44;1;1;1.00
F;9459;90;427000;2234000;524544.44;1;1;1.00
F;9652;90;432000;2071000;553311.11;1;1;1.00
F;6513;88;281000;1444000;484125.00;1;1;1.00
F;9162;88;367000;2116000;520772.73;1;1;1.00
G;7222;85;286000;1729000;464682.35;1;1;1.00
G;7381;90;288000;3294000;499066.67;1;1;1.00
G;8995;91;288000;1046000;373032.97;1;2;1.01
G;9565;88;278000;1154000;357704.55;1;1;1.00
G;9569;90;286000;2179000;451200.00;1;1;1.00
G;8317;91;282000;873000;394505.49;1;2;1.01
G;8693;92;283000;1634000;400500.00;1;2;1.02
G;6064;90;302000;2402000;447377.78;1;1;1.00
G;7224;92;283000;3202000;509347.83;1;2;1.02
G;8221;90;283000;2090000;416844.44;1;1;1.00
G;8519;90;282000;2171000;443077.78;1;1;1.00
G;5905;85;306000;3067000;501435.29;1;1;1.00
G;5992;90;302000;3371000;477900.00;1;1;1.00
G;6066;90;292000;2289000;434666.67;1;1;1.00
G;9090;90;283000;1145000;395522.22;1;1;1.00
G;9371;88;292000;1813000;444272.73;1;1;1.00
G;9087;90;287000;2161000;456900.00;1;1;1.00
G;7815;90;276000;2722000;403533.33;1;1;1.00
G;7382;88;289000;1397000;423568.18;1;2;1.02
G;7463;90;285000;2845000;417266.67;1;1;1.00
G;8074;90;278000;3106000;447977.78;1;1;1.00
G;9735;89;277000;2695000;633528.09;1;2;1.01
G;9366;91;288000;934000;354307.69;1;2;1.01
G;7549;90;284000;2141000;395844.44;1;1;1.00
G;6061;88;305000;928000;412340.91;1;1;1.00
G;9279;90;289000;1999000;409422.22;1;1;1.00
G;6607;85;286000;3564000;552752.94;1;1;1.00
G;7547;90;289000;2937000;465477.78;1;1;1.00
G;7086;90;287000;2906000;430377.78;1;1;1.00
G;6822;91;288000;1284000;431230.77;1;2;1.01
G;8895;90;287000;2877000;482355.56;1;1;1.00
G;7018;91;288000;1650000;445186.81;1;2;1.01
G;8790;90;286000;2359000;439344.44;1;1;1.00
G;6601;91;287000;1690000;499406.59;1;2;1.01
G;6140;88;291000;892000;379829.55;1;1;1.00
G;6739;88;286000;1576000;442022.73;1;1;1.00
G;7305;91;284000;2584000;489274.73;1;2;1.01
G;8987;89;286000;2765000;493887.64;1;2;1.01
G;6285;88;299000;1327000;409568.18;1;1;1.00
G;5986;91;305000;2304000;490956.04;1;2;1.01
G;7083;88;285000;3439000;633454.55;1;1;1.00
G;6898;89;286000;2298000;452842.70;1;2;1.01
G;6448;90;282000;3015000;466500.00;1;1;1.00
G;7082;90;283000;1790000;541266.67;1;1;1.00
G;8319;91;280000;2151000;440923.08;1;2;1.01
G;7640;90;278000;1065000;401877.78;1;1;1.00
G;8410;85;283000;1001000;380211.76;1;1;1.00
G;8888;89;283000;1151000;390044.94;1;2;1.01
G;8989;90;289000;855000;350355.56;1;1;1.00
G;7730;90;279000;798000;341833.33;1;1;1.00
G;9467;88;286000;760000;350977.27;1;1;1.00
G;9657;91;285000;2139000;429670.33;1;2;1.01
G;7906;88;281000;1178000;388795.45;1;1;1.00
G;9733;90;288000;1944000;423333.33;1;1;1.00
G;9664;90;286000;1788000;415477.78;1;1;1.00
G;6218;85;295000;2173000;471788.24;1;1;1.00
G;8794;90;286000;1587000;389188.89;1;1;1.00
G;6737;88;285000;2000000;535772.73;1;1;1.00
G;7990;88;282000;2459000;560465.91;1;1;1.00
G;9738;91;277000;2090000;433175.82;1;2;1.01
G;6067;91;292000;2765000;415340.66;1;2;1.01
G;6219;67;47000;680000;405149.25;1;1;1.00
G;8520;90;282000;3035000;458311.11;1;1;1.00
G;8627;88;283000;1587000;454238.64;1;1;1.00
G;8795;90;282000;2692000;438777.78;1;1;1.00
G;9094;90;289000;1703000;434088.89;1;2;1.02
G;5831;88;304000;2766000;525340.91;1;1;1.00
G;7550;90;283000;3076000;441944.44;1;1;1.00
G;7145;88;284000;1160000;382261.36;1;1;1.00
G;8324;90;288000;1231000;372755.56;1;1;1.00
G;6441;90;279000;3002000;460366.67;1;1;1.00
G;7546;90;289000;2335000;568900.00;1;1;1.00
G;9465;87;284000;2862000;436011.49;1;1;1.00
G;7307;91;289000;1666000;470857.14;1;2;1.01
G;7731;88;279000;902000;396602.27;1;1;1.00
G;5907;90;303000;1244000;435055.56;1;1;1.00
G;7733;88;277000;2269000;452329.55;1;1;1.00
G;8518;88;283000;2524000;453375.00;1;1;1.00
G;8620;90;281000;1980000;397788.89;1;1;1.00
G;6288;89;328000;1197000;473910.11;1;2;1.01
G;5908;90;303000;3058000;462077.78;1;1;1.00
G;7817;90;278000;1703000;406277.78;1;1;1.00
G;9089;89;291000;1102000;376483.15;1;1;1.00
G;9570;89;289000;2053000;505123.60;1;2;1.01
G;5829;89;303000;1396000;485438.20;1;1;1.00
G;7388;90;291000;2047000;435288.89;1;1;1.00
G;8161;88;287000;1347000;458977.27;1;1;1.00
G;8792;88;286000;2117000;431988.64;1;1;1.00
G;8990;89;286000;1599000;400370.79;1;1;1.00
G;9658;91;283000;785000;358252.75;1;2;1.01
G;9734;88;277000;2758000;508977.27;1;2;1.01
G;5991;91;303000;2047000;459010.99;1;1;1.00
G;8993;90;287000;1369000;372211.11;1;1;1.00
G;6141;91;289000;2149000;396164.84;1;2;1.01
G;6958;89;289000;3342000;379505.62;1;1;1.00
G;7146;88;283000;2246000;533863.64;1;1;1.00
G;6443;91;257000;1718000;472362.64;1;2;1.01
G;8696;91;284000;1639000;435362.64;1;2;1.01
G;6817;90;283000;1516000;422077.78;1;1;1.00
G;8073;90;278000;2631000;426788.89;1;1;1.00
G;6526;90;282000;2712000;489000.00;1;1;1.00
G;8219;90;282000;2166000;395066.67;1;1;1.00
G;8318;91;282000;1523000;388076.92;1;2;1.01
G;8889;90;282000;2341000;440777.78;1;1;1.00
G;9172;90;287000;803000;354877.78;1;1;1.00
G;6733;90;283000;3573000;396200.00;1;1;1.00
G;7641;91;282000;1995000;408582.42;1;2;1.01
G;7732;86;281000;1617000;413000.00;1;1;1.00
G;7739;90;278000;2779000;483100.00;1;1;1.00
G;9173;90;284000;3083000;473777.78;1;1;1.00
G;6221;91;298000;2573000;610736.26;1;2;1.01
G;6821;90;288000;2796000;491833.33;1;1;1.00
G;7022;90;279000;2720000;483288.89;1;1;1.00
G;6738;90;288000;2191000;512377.78;1;1;1.00
G;6148;90;291000;1466000;460600.00;1;1;1.00
G;6146;91;290000;2498000;407626.37;1;1;1.00
G;8078;93;282000;2738000;531569.89;1;2;1.02
G;9273;90;283000;2727000;445244.44;1;1;1.00
G;7468;88;289000;3088000;520272.73;1;1;1.00
G;9661;91;287000;1397000;412142.86;1;2;1.01
G;8892;92;277000;2629000;444684.78;1;2;1.02
G;8891;90;289000;1518000;431033.33;1;1;1.00
G;6290;91;292000;1877000;461274.73;1;1;1.00
G;7387;95;287000;3086000;452789.47;1;2;1.06
G;8217;93;284000;2579000;531494.62;1;2;1.04
G;9466;90;283000;1648000;385188.89;1;1;1.00
G;6642;86;286000;1354000;450093.02;1;1;1.00
G;7017;89;295000;1033000;407528.09;1;2;1.01
G;8799;27;286000;517000;328518.52;1;1;1.00
G;6447;90;282000;2246000;401155.56;1;1;1.00
G;6060;89;303000;2491000;454056.18;1;1;1.00
G;5990;89;304000;3157000;512325.84;1;2;1.01
G;7225;88;289000;1371000;376511.36;1;1;1.00
G;6216;90;297000;1619000;487377.78;1;1;1.00
G;7087;88;289000;3437000;634113.64;1;1;1.00
G;9662;91;287000;3117000;468538.46;1;2;1.01
G;7992;90;282000;1847000;408711.11;1;1;1.00
G;7985;88;279000;1353000;383170.45;1;1;1.00
G;6663;91;281000;1741000;435065.93;1;1;1.00
G;7643;90;279000;1288000;379700.00;1;1;1.00
G;8524;88;285000;2218000;507102.27;1;1;1.00
G;6662;89;281000;2053000;455573.03;1;2;1.01
G;7553;90;289000;1919000;408277.78;1;1;1.00
G;6608;91;284000;2823000;556186.81;1;2;1.01
G;6957;89;289000;1331000;398044.94;1;2;1.01
G;7644;90;281000;1051000;366500.00;1;1;1.00
G;7816;88;278000;1242000;411670.45;1;1;1.00
G;6521;90;263000;1825000;444600.00;1;1;1.00
G;6604;86;283000;1483000;528500.00;1;1;1.00
G;7384;90;284000;3148000;472700.00;1;1;1.00
G;6955;91;283000;1618000;455373.63;1;2;1.01
G;7308;90;288000;3144000;431988.89;1;1;1.00
G;7738;89;278000;2232000;444573.03;1;2;1.01
G;8517;94;282000;2436000;467819.15;1;2;1.04
G;8623;90;282000;1001000;359733.33;1;1;1.00
G;8991;90;286000;1040000;391544.44;1;1;1.00
G;9178;90;289000;2524000;403077.78;1;1;1.00
G;9370;90;289000;2859000;462333.33;1;1;1.00
G;6734;90;284000;2359000;435233.33;1;1;1.00
G;7819;91;280000;1558000;442208.79;1;2;1.01
G;9736;91;277000;2801000;453032.97;1;2;1.01
G;6220;86;223000;2333000;594151.16;1;1;1.00
G;7814;90;277000;2030000;393266.67;1;1;1.00
G;8412;88;282000;3393000;426204.55;1;1;1.00
G;8797;90;284000;2025000;434588.89;1;1;1.00
G;6284;92;297000;3058000;460119.57;1;2;1.03
G;7227;91;293000;1272000;399406.59;1;2;1.01
G;7820;90;278000;2835000;479955.56;1;1;1.00
G;7737;91;276000;2816000;472956.04;1;2;1.02
G;8697;92;284000;2581000;445597.83;1;2;1.02
G;7469;90;289000;2057000;550455.56;1;1;1.00
G;8622;88;282000;2409000;432659.09;1;1;1.00
G;5911;89;302000;1577000;466056.18;1;1;1.00
G;8160;90;282000;2418000;451722.22;1;1;1.00
G;8893;88;284000;2219000;420613.64;1;1;1.00
G;7020;90;295000;1323000;373300.00;1;1;1.00
G;9177;90;288000;1483000;398433.33;1;1;1.00
G;6529;88;284000;1294000;434965.91;1;1;1.00
G;5987;88;300000;1177000;434829.55;1;1;1.00
G;7991;91;283000;3095000;412879.12;1;2;1.01
G;7638;90;285000;1509000;403233.33;1;1;1.00
G;8158;95;285000;3563000;478136.84;1;2;1.06
G;9092;93;284000;1129000;399838.71;1;2;1.02
G;6528;90;282000;2900000;428744.44;1;1;1.00
G;6142;90;293000;2612000;417755.56;1;1;1.00
G;7554;91;288000;3321000;549989.01;1;2;1.01
G;9277;90;288000;969000;353911.11;1;1;1.00
G;5835;90;307000;1735000;399100.00;1;1;1.00
G;9097;91;293000;1587000;423582.42;1;2;1.01
G;8523;90;284000;2560000;444966.67;1;1;1.00
G;6736;88;285000;1838000;519079.55;1;1;1.00
G;9469;90;285000;3522000;480955.56;1;1;1.00
G;7639;90;279000;1454000;416733.33;1;1;1.00
G;7818;91;280000;3180000;460934.07;1;2;1.01
G;8793;89;284000;3033000;429685.39;1;2;1.01
G;8621;90;281000;2720000;400477.78;1;1;1.00
G;5909;90;302000;2540000;419266.67;1;1;1.00
G;6360;91;289000;1893000;540131.87;1;1;1.00
G;6365;90;275000;1938000;398533.33;1;1;1.00
G;8162;90;287000;2191000;421133.33;1;1;1.00
G;6641;90;286000;2631000;471166.67;1;1;1.00
G;9093;90;288000;2093000;418011.11;1;1;1.00
G;7311;90;289000;1034000;375422.22;1;1;1.00
G;7466;89;288000;1974000;444067.42;1;2;1.01
G;6361;90;284000;2376000;467533.33;1;1;1.00
G;7904;84;281000;2821000;528892.86;1;1;1.00
G;6359;85;285000;1964000;583717.65;1;1;1.00
G;8315;91;283000;2148000;518461.54;1;2;1.01
G;6602;88;283000;3208000;477556.82;1;1;1.00
G;7084;85;286000;2279000;370800.00;1;1;1.00
G;7464;89;285000;1764000;440842.70;1;2;1.01
G;9567;90;279000;571000;341300.00;1;1;1.00
G;9462;90;285000;2879000;498588.89;1;1;1.00
G;7735;91;277000;3089000;450296.70;1;2;1.01
G;8316;90;282000;2590000;425511.11;1;1;1.00
G;6522;90;282000;1085000;358122.22;1;1;1.00
G;8076;90;280000;1674000;445422.22;1;1;1.00
G;7149;90;288000;2908000;503611.11;1;1;1.00
G;8890;87;283000;745000;350298.85;1;1;1.00
G;7148;89;282000;1878000;569314.61;1;2;1.01
G;6287;90;337000;2614000;601388.89;1;1;1.00
G;8081;90;283000;2261000;426488.89;1;1;1.00
G;8220;90;283000;782000;351000.00;1;1;1.00
G;8692;88;280000;1645000;457431.82;1;1;1.00
G;6818;90;283000;1549000;438800.00;1;1;1.00
G;6215;89;301000;2459000;482247.19;1;1;1.00
G;5830;90;304000;1663000;436555.56;1;1;1.00
G;6902;88;301000;3383000;454886.36;1;1;1.00
G;7088;90;287000;3074000;412600.00;1;1;1.00
G;7221;91;288000;1728000;449868.13;1;2;1.01
G;6366;90;275000;2803000;422022.22;1;1;1.00
G;5760;90;304000;1812000;430122.22;1;2;1.01
G;7642;90;273000;2451000;468844.44;1;1;1.00
G;7465;90;274000;1915000;490877.78;1;1;1.00
G;7864;90;280000;3006000;462111.11;1;1;1.00
G;6606;88;283000;3040000;626988.64;1;1;1.00
G;7383;88;284000;2358000;466443.18;1;1;1.00
G;8003;90;282000;1860000;383400.00;1;1;1.00
G;6145;93;294000;1643000;494688.17;1;3;1.07
G;7548;86;293000;2535000;434302.33;1;1;1.00
G;8157;89;282000;3219000;523977.53;1;1;1.00
G;7907;90;282000;1630000;452322.22;1;1;1.00
G;7226;88;289000;3275000;502556.82;1;2;1.04
G;8992;89;286000;1083000;407483.15;1;2;1.01
G;5833;90;306000;2237000;432811.11;1;1;1.00
G;9091;90;284000;1258000;397988.89;1;1;1.00
